encoder_input,decoder_input,decoder_output
"['<ja>', '▁ナ', 'リタブライ', 'アン', 'と', '[MASK]', 'ワ', 'ハ', 'ヤ', '[MASK]', 'デ', 'の生産', '者', 'である', '早', '田', '光', '一', '郎', '[MASK]', '、', '高い', '評価', 'をつ', 'け', 'ていた', 'のは', '[MASK]', '競走', '[MASK]', 'ですか', '?', '▁', '</s>', '▁ビ', 'ワ']","['<ja>', '▁ナ', 'リタブライ', 'アン', 'と', 'ビ', 'ワ', 'ハ', 'ヤ', 'ヒ', 'デ', 'の生産', '者', 'である', '早', '田', '光', '一', '郎', 'が', '、', '高い', '評価', 'をつ', 'け', 'ていた', 'のは', 'どちらの', '競走', '馬', 'ですか', '?', '▁', '</s>', '▁ビ', 'ワ']","['▁ナ', 'リタブライ', 'アン', 'と', 'ビ', 'ワ', 'ハ', 'ヤ', 'ヒ', 'デ', 'の生産', '者', 'である', '早', '田', '光', '一', '郎', 'が', '、', '高い', '評価', 'をつ', 'け', 'ていた', 'のは', 'どちらの', '競走', '馬', 'ですか', '?', '▁', '</s>', '▁ビ', 'ワ', '<ja>']"
"['<ja>', '▁バ', 'ヤ', 'ズ', 'ィ', 'ト', 'が', 'ドゥ', '[MASK]', 'ディ', 'ル', '[MASK]', '国', '[MASK]', '援', '軍を', '送', 'ったのは', '、', '何年のことですか', '?', '▁', '</s>', '▁ド', '[MASK]', '[MASK]', 'ディ', 'ル', '[MASK]', '国と', 'マ', 'ム', 'ルー', 'ク', '朝の', '対立']","['<ja>', '▁バ', 'ヤ', 'ズ', 'ィ', 'ト', 'が', 'ドゥ', 'ルカ', 'ディ', 'ル', '侯', '国', 'へ', '援', '軍を', '送', 'ったのは', '、', '何年のことですか', '?', '▁', '</s>', '▁ド', 'ゥ', 'ルカ', 'ディ', 'ル', '侯', '国と', 'マ', 'ム', 'ルー', 'ク', '朝の', '対立']","['▁バ', 'ヤ', 'ズ', 'ィ', 'ト', 'が', 'ドゥ', 'ルカ', 'ディ', 'ル', '侯', '国', 'へ', '援', '軍を', '送', 'ったのは', '、', '何年のことですか', '?', '▁', '</s>', '▁ド', 'ゥ', 'ルカ', 'ディ', 'ル', '侯', '国と', 'マ', 'ム', 'ルー', 'ク', '朝の', '対立', '<ja>']"
"['<ja>', '▁ヒ', 'ョウ', '[MASK]', '子', 'オス', 'と', 'メ', 'ス', 'のうち', '、', '成', '岡', 'が', '連', 'れて', '帰', 'ったのは', 'どちらですか', '?', '▁', '</s>', '▁「', 'ス', 'ズ', 'メ', '撃', 'ち', 'の名', '人', '」', '[MASK]', '人物', '[MASK]', '姓', '名は何ですか']","['<ja>', '▁ヒ', 'ョウ', 'の', '子', 'オス', 'と', 'メ', 'ス', 'のうち', '、', '成', '岡', 'が', '連', 'れて', '帰', 'ったのは', 'どちらですか', '?', '▁', '</s>', '▁「', 'ス', 'ズ', 'メ', '撃', 'ち', 'の名', '人', '」', 'だった', '人物', 'の', '姓', '名は何ですか']","['▁ヒ', 'ョウ', 'の', '子', 'オス', 'と', 'メ', 'ス', 'のうち', '、', '成', '岡', 'が', '連', 'れて', '帰', 'ったのは', 'どちらですか', '?', '▁', '</s>', '▁「', 'ス', 'ズ', 'メ', '撃', 'ち', 'の名', '人', '」', 'だった', '人物', 'の', '姓', '名は何ですか', '<ja>']"
"['<ja>', '▁第一次世界大戦', '[MASK]', '電力', '供給', 'を', '確', '保', 'するため', 'の', '対策', 'として', '、', '建設された', '火', '力', '発電所', 'は何', '?', '▁', '</s>', '▁木', '曽', '川の', '上', '流域', 'で', '[MASK]', '採', 'した', '[MASK]', 'を', '木', '曽', '川', '本']","['<ja>', '▁第一次世界大戦', '後の', '電力', '供給', 'を', '確', '保', 'するため', 'の', '対策', 'として', '、', '建設された', '火', '力', '発電所', 'は何', '?', '▁', '</s>', '▁木', '曽', '川の', '上', '流域', 'で', '伐', '採', 'した', '木材', 'を', '木', '曽', '川', '本']","['▁第一次世界大戦', '後の', '電力', '供給', 'を', '確', '保', 'するため', 'の', '対策', 'として', '、', '建設された', '火', '力', '発電所', 'は何', '?', '▁', '</s>', '▁木', '曽', '川の', '上', '流域', 'で', '伐', '採', 'した', '木材', 'を', '木', '曽', '川', '本', '<ja>']"
"['<ja>', '▁オ', 'オ', 'ウナギ', 'の方', '[MASK]', '名は何', '?', '[MASK]', '[MASK]', '[MASK]', '浄', 'の', '[MASK]', 'に生息', 'していた', '蛇', '鰻', '[MASK]', '、', '[MASK]', '方', 'は何', 'm', 'あった', 'の', '?', '[MASK]', '[MASK]', '[MASK]', '浄', 'の', '[MASK]', 'に生息', 'していた', '蛇']","['<ja>', '▁オ', 'オ', 'ウナギ', 'の方', '言', '名は何', '?', '▁', '</s>', '▁', '浄', 'の', '池', 'に生息', 'していた', '蛇', '鰻', 'のうち', '、', '大きい', '方', 'は何', 'm', 'あった', 'の', '?', '▁', '</s>', '▁', '浄', 'の', '池', 'に生息', 'していた', '蛇']","['▁オ', 'オ', 'ウナギ', 'の方', '言', '名は何', '?', '▁', '</s>', '▁', '浄', 'の', '池', 'に生息', 'していた', '蛇', '鰻', 'のうち', '、', '大きい', '方', 'は何', 'm', 'あった', 'の', '?', '▁', '</s>', '▁', '浄', 'の', '池', 'に生息', 'していた', '蛇', '<ja>']"
"['<ja>', '▁大', '阪', 'で', '漫画', '執筆', 'を', 'し', '[MASK]', '、', '東京', '[MASK]', '[MASK]', 'ち', '込み', 'を', 'し', '、', 'その', '成', '果', 'が', '実', 'って', '掲載', 'された', '手塚', '作品', '初の', '雑誌', '連載', 'の', '題', '名は', '?', '▁']","['<ja>', '▁大', '阪', 'で', '漫画', '執筆', 'を', 'し', 'ながら', '、', '東京', 'への', '持', 'ち', '込み', 'を', 'し', '、', 'その', '成', '果', 'が', '実', 'って', '掲載', 'された', '手塚', '作品', '初の', '雑誌', '連載', 'の', '題', '名は', '?', '▁']","['▁大', '阪', 'で', '漫画', '執筆', 'を', 'し', 'ながら', '、', '東京', 'への', '持', 'ち', '込み', 'を', 'し', '、', 'その', '成', '果', 'が', '実', 'って', '掲載', 'された', '手塚', '作品', '初の', '雑誌', '連載', 'の', '題', '名は', '?', '▁', '<ja>']"
"['<ja>', '▁「', 'ルー', 'シ', 'ーの', '赤', 'ち', '[MASK]', '」', 'は何', '万', '年前', 'の人', '骨', 'ですか', '?', '▁', '</s>', '▁「', 'ルー', 'シ', 'ーの', '赤', 'ち', '[MASK]', '」', 'は何', '猿', '人', 'ですか', '?', '▁', '</s>', '▁ルー', 'シー', 'と']","['<ja>', '▁「', 'ルー', 'シ', 'ーの', '赤', 'ち', 'ゃん', '」', 'は何', '万', '年前', 'の人', '骨', 'ですか', '?', '▁', '</s>', '▁「', 'ルー', 'シ', 'ーの', '赤', 'ち', 'ゃん', '」', 'は何', '猿', '人', 'ですか', '?', '▁', '</s>', '▁ルー', 'シー', 'と']","['▁「', 'ルー', 'シ', 'ーの', '赤', 'ち', 'ゃん', '」', 'は何', '万', '年前', 'の人', '骨', 'ですか', '?', '▁', '</s>', '▁「', 'ルー', 'シ', 'ーの', '赤', 'ち', 'ゃん', '」', 'は何', '猿', '人', 'ですか', '?', '▁', '</s>', '▁ルー', 'シー', 'と', '<ja>']"
"['<ja>', '▁「', '片', '[MASK]', '」', 'の', '字', 'が', '当', 'て', '[MASK]', '以前', 'はどの', 'ように', '表記', 'されていた', 'の', '[MASK]', '▁', '</s>', '▁戦', '後に', '片', '[MASK]', 'で', '普及', 'し', '、', '盛', 'ん', 'になった', '産業', 'とは何ですか', '[MASK]', '▁', '</s>']","['<ja>', '▁「', '片', '田', '」', 'の', '字', 'が', '当', 'て', 'られる', '以前', 'はどの', 'ように', '表記', 'されていた', 'の', '?', '▁', '</s>', '▁戦', '後に', '片', '田', 'で', '普及', 'し', '、', '盛', 'ん', 'になった', '産業', 'とは何ですか', '?', '▁', '</s>']","['▁「', '片', '田', '」', 'の', '字', 'が', '当', 'て', 'られる', '以前', 'はどの', 'ように', '表記', 'されていた', 'の', '?', '▁', '</s>', '▁戦', '後に', '片', '田', 'で', '普及', 'し', '、', '盛', 'ん', 'になった', '産業', 'とは何ですか', '?', '▁', '</s>', '<ja>']"
"['<ja>', '▁1925', '年', '9', '月の', '時点で', 'ヒ', 'ム', 'ラー', 'は', '[MASK]', 'どこの', '所属', 'だったの', '[MASK]', '▁', '</s>', '▁ヒ', 'ム', 'ラー', 'に', '第', '2', '代', '[MASK]', '衛', '隊', '全国', '指導', '者の', '代理', '役', 'が', '任', 'せ', 'られたのは']","['<ja>', '▁1925', '年', '9', '月の', '時点で', 'ヒ', 'ム', 'ラー', 'は', '、', 'どこの', '所属', 'だったの', '?', '▁', '</s>', '▁ヒ', 'ム', 'ラー', 'に', '第', '2', '代', '親', '衛', '隊', '全国', '指導', '者の', '代理', '役', 'が', '任', 'せ', 'られたのは']","['▁1925', '年', '9', '月の', '時点で', 'ヒ', 'ム', 'ラー', 'は', '、', 'どこの', '所属', 'だったの', '?', '▁', '</s>', '▁ヒ', 'ム', 'ラー', 'に', '第', '2', '代', '親', '衛', '隊', '全国', '指導', '者の', '代理', '役', 'が', '任', 'せ', 'られたのは', '<ja>']"
"['<ja>', '""', '仕事', '""', 'という', 'テーマ', '[MASK]', '切り', '取り', '、', '4', '人', '(', 'の', '登場', '人物', ')', 'が', 'それ', 'ぞ', 'れ', '[MASK]', 'の人', '生', 'を', '織', 'り', '成', 'す', 'ヒ', 'ュー', 'マン', 'ドラ', 'マ', 'でも', 'あり']","['<ja>', '""', '仕事', '""', 'という', 'テーマ', 'で', '切り', '取り', '、', '4', '人', '(', 'の', '登場', '人物', ')', 'が', 'それ', 'ぞ', 'れ', '自分', 'の人', '生', 'を', '織', 'り', '成', 'す', 'ヒ', 'ュー', 'マン', 'ドラ', 'マ', 'でも', 'あり']","['""', '仕事', '""', 'という', 'テーマ', 'で', '切り', '取り', '、', '4', '人', '(', 'の', '登場', '人物', ')', 'が', 'それ', 'ぞ', 'れ', '自分', 'の人', '生', 'を', '織', 'り', '成', 'す', 'ヒ', 'ュー', 'マン', 'ドラ', 'マ', 'でも', 'あり', '<ja>']"
"['<ja>', '[MASK]', 'カラ', 'グ', 'アの', '新', '政権', 'は', '、', 'どの', '勢力', '圏', 'との', '関係', '構', '築', 'に', '力を', '入', 'れていた', 'の', '?', '▁', '</s>', '▁この文書では', '、', '共産', '圏', '国家', 'を', '合わせ', 'た', '何と呼', 'び', 'ましたか', '?']","['<ja>', '▁ニ', 'カラ', 'グ', 'アの', '新', '政権', 'は', '、', 'どの', '勢力', '圏', 'との', '関係', '構', '築', 'に', '力を', '入', 'れていた', 'の', '?', '▁', '</s>', '▁この文書では', '、', '共産', '圏', '国家', 'を', '合わせ', 'た', '何と呼', 'び', 'ましたか', '?']","['▁ニ', 'カラ', 'グ', 'アの', '新', '政権', 'は', '、', 'どの', '勢力', '圏', 'との', '関係', '構', '築', 'に', '力を', '入', 'れていた', 'の', '?', '▁', '</s>', '▁この文書では', '、', '共産', '圏', '国家', 'を', '合わせ', 'た', '何と呼', 'び', 'ましたか', '?', '<ja>']"
"['<ja>', '[MASK]', 'に生息', 'する', '両', '生', '類', 'のうち', '、', '外来', '[MASK]', '内', '訳', 'はどの', 'ようにな', 'っていますか', '[MASK]', '▁', '</s>', '[MASK]', 'に生息', 'する', '両', '生', '類の', '在', '来', '種', 'と', '外来', '種', 'のうち', '、', '[MASK]', '数が多いのは', 'どちらですか']","['<ja>', '▁日本', 'に生息', 'する', '両', '生', '類', 'のうち', '、', '外来', '種の', '内', '訳', 'はどの', 'ようにな', 'っていますか', '?', '▁', '</s>', '▁日本', 'に生息', 'する', '両', '生', '類の', '在', '来', '種', 'と', '外来', '種', 'のうち', '、', '種の', '数が多いのは', 'どちらですか']","['▁日本', 'に生息', 'する', '両', '生', '類', 'のうち', '、', '外来', '種の', '内', '訳', 'はどの', 'ようにな', 'っていますか', '?', '▁', '</s>', '▁日本', 'に生息', 'する', '両', '生', '類の', '在', '来', '種', 'と', '外来', '種', 'のうち', '、', '種の', '数が多いのは', 'どちらですか', '<ja>']"
"['<ja>', '▁1966', '年', '、', 'ライ', 'チ', 'が', '解', '決', 'しようと', '挑', 'んだのは', '、', 'どの', '方', '針', 'について', 'だったの', '[MASK]', '[MASK]', '</s>', '▁グ', 'リ', '[MASK]', 'ッジ', '・', 'ヴィ', 'レ', 'ッジ', 'に', 'ゲ', 'イ', 'バー', 'が', '増', 'え']","['<ja>', '▁1966', '年', '、', 'ライ', 'チ', 'が', '解', '決', 'しようと', '挑', 'んだのは', '、', 'どの', '方', '針', 'について', 'だったの', '?', '▁', '</s>', '▁グ', 'リ', 'ニ', 'ッジ', '・', 'ヴィ', 'レ', 'ッジ', 'に', 'ゲ', 'イ', 'バー', 'が', '増', 'え']","['▁1966', '年', '、', 'ライ', 'チ', 'が', '解', '決', 'しようと', '挑', 'んだのは', '、', 'どの', '方', '針', 'について', 'だったの', '?', '▁', '</s>', '▁グ', 'リ', 'ニ', 'ッジ', '・', 'ヴィ', 'レ', 'ッジ', 'に', 'ゲ', 'イ', 'バー', 'が', '増', 'え', '<ja>']"
"['<ja>', '▁', '[MASK]', '統', 'カリ', 'フの', '時代', '[MASK]', 'ウ', 'マイ', 'ヤ', '朝の', '時代', '、', 'どちらが', '建築', 'が発', '達', 'した', '時期', 'か', '。', '▁', '</s>', '▁バ', 'ス', 'ラの', '[MASK]', '衆', 'モ', 'スク', '、', 'バラ', 'スの', '政', '庁']","['<ja>', '▁', '正', '統', 'カリ', 'フの', '時代', 'と', 'ウ', 'マイ', 'ヤ', '朝の', '時代', '、', 'どちらが', '建築', 'が発', '達', 'した', '時期', 'か', '。', '▁', '</s>', '▁バ', 'ス', 'ラの', '会', '衆', 'モ', 'スク', '、', 'バラ', 'スの', '政', '庁']","['▁', '正', '統', 'カリ', 'フの', '時代', 'と', 'ウ', 'マイ', 'ヤ', '朝の', '時代', '、', 'どちらが', '建築', 'が発', '達', 'した', '時期', 'か', '。', '▁', '</s>', '▁バ', 'ス', 'ラの', '会', '衆', 'モ', 'スク', '、', 'バラ', 'スの', '政', '庁', '<ja>']"
"['<ja>', '[MASK]', 'カル', 'ノ', '条約', 'によって', '建設された', '体制', '[MASK]', '、', '何という', '[MASK]', '?', '▁', '</s>', '▁6', '3', '[MASK]', '国が', '戦争', '[MASK]', '[MASK]', 'と', '紛争', 'の', '平和', '[MASK]', '解', '決', '[MASK]', '誓', '約', 'した', '不', '戦', '条約']","['<ja>', '▁ロ', 'カル', 'ノ', '条約', 'によって', '建設された', '体制', 'を', '、', '何という', 'か', '?', '▁', '</s>', '▁6', '3', 'か', '国が', '戦争', '放', '棄', 'と', '紛争', 'の', '平和', '的', '解', '決', 'を', '誓', '約', 'した', '不', '戦', '条約']","['▁ロ', 'カル', 'ノ', '条約', 'によって', '建設された', '体制', 'を', '、', '何という', 'か', '?', '▁', '</s>', '▁6', '3', 'か', '国が', '戦争', '放', '棄', 'と', '紛争', 'の', '平和', '的', '解', '決', 'を', '誓', '約', 'した', '不', '戦', '条約', '<ja>']"
"['<ja>', '[MASK]', '°', 'C', '[MASK]', 'の', '油', 'と同', '[MASK]', 'の', '冷却', '能', 'となる', 'のは', '、', '塩', '浴', 'が何', '°', 'C', '[MASK]', 'ですか', '?', '▁', '</s>', '▁加', '圧', 'ガス', 'を', '利用', 'する', '際に', '併', '用', 'される', '熱']","['<ja>', '▁50', '°', 'C', '程度', 'の', '油', 'と同', '程度', 'の', '冷却', '能', 'となる', 'のは', '、', '塩', '浴', 'が何', '°', 'C', 'の時', 'ですか', '?', '▁', '</s>', '▁加', '圧', 'ガス', 'を', '利用', 'する', '際に', '併', '用', 'される', '熱']","['▁50', '°', 'C', '程度', 'の', '油', 'と同', '程度', 'の', '冷却', '能', 'となる', 'のは', '、', '塩', '浴', 'が何', '°', 'C', 'の時', 'ですか', '?', '▁', '</s>', '▁加', '圧', 'ガス', 'を', '利用', 'する', '際に', '併', '用', 'される', '熱', '<ja>']"
"['<ja>', '[MASK]', '日本', '大震災', 'での', '[MASK]', '者の', 'ほ', '[MASK]', 'ん', 'どの', '死', '因', 'は何ですか', '?', '[MASK]', '</s>', '▁福', '島', '県で', '、', '地震', 'の', '揺', 'れ', '[MASK]', '[MASK]', 'が', '[MASK]', 'による', '[MASK]', '者の', '数', 'は何人ですか', '?', '[MASK]']","['<ja>', '▁東', '日本', '大震災', 'での', '犠牲', '者の', 'ほ', 'と', 'ん', 'どの', '死', '因', 'は何ですか', '?', '▁', '</s>', '▁福', '島', '県で', '、', '地震', 'の', '揺', 'れ', 'その', 'もの', 'が', '原因', 'による', '犠牲', '者の', '数', 'は何人ですか', '?', '▁']","['▁東', '日本', '大震災', 'での', '犠牲', '者の', 'ほ', 'と', 'ん', 'どの', '死', '因', 'は何ですか', '?', '▁', '</s>', '▁福', '島', '県で', '、', '地震', 'の', '揺', 'れ', 'その', 'もの', 'が', '原因', 'による', '犠牲', '者の', '数', 'は何人ですか', '?', '▁', '<ja>']"
"['<ja>', '▁', 'き', 'さら', 'ぎ', '駅', 'は', '有人', '駅', 'か', '、', '無', '人', '駅', 'か', '?', '▁', '[MASK]', '▁', 'き', 'さら', 'ぎ', '駅', 'は何の', '交通', '手段', 'の', '駅', 'か', '?', '▁', '[MASK]', '▁', 'き', 'さら', 'ぎ']","['<ja>', '▁', 'き', 'さら', 'ぎ', '駅', 'は', '有人', '駅', 'か', '、', '無', '人', '駅', 'か', '?', '▁', '</s>', '▁', 'き', 'さら', 'ぎ', '駅', 'は何の', '交通', '手段', 'の', '駅', 'か', '?', '▁', '</s>', '▁', 'き', 'さら', 'ぎ']","['▁', 'き', 'さら', 'ぎ', '駅', 'は', '有人', '駅', 'か', '、', '無', '人', '駅', 'か', '?', '▁', '</s>', '▁', 'き', 'さら', 'ぎ', '駅', 'は何の', '交通', '手段', 'の', '駅', 'か', '?', '▁', '</s>', '▁', 'き', 'さら', 'ぎ', '<ja>']"
"['<ja>', '▁ポーランド', '陸', '軍が', '[MASK]', 'す', '[MASK]', 'も', 'なく', '殲', '滅', 'されたのは', '[MASK]', 'ドイツ', '軍の', '戦', '車', '部隊', 'と何の', '連', '携', 'による', '機動', '戦', 'が行われた', 'ため', 'か', '?', '▁', '</s>', '▁ドイツ', '軍は', '戦', '車', '部隊', 'と何の']","['<ja>', '▁ポーランド', '陸', '軍が', 'な', 'す', 'すべ', 'も', 'なく', '殲', '滅', 'されたのは', '、', 'ドイツ', '軍の', '戦', '車', '部隊', 'と何の', '連', '携', 'による', '機動', '戦', 'が行われた', 'ため', 'か', '?', '▁', '</s>', '▁ドイツ', '軍は', '戦', '車', '部隊', 'と何の']","['▁ポーランド', '陸', '軍が', 'な', 'す', 'すべ', 'も', 'なく', '殲', '滅', 'されたのは', '、', 'ドイツ', '軍の', '戦', '車', '部隊', 'と何の', '連', '携', 'による', '機動', '戦', 'が行われた', 'ため', 'か', '?', '▁', '</s>', '▁ドイツ', '軍は', '戦', '車', '部隊', 'と何の', '<ja>']"
